Sim_ID,daOverRH1,daOverRH2,P2/P1,P3/P2,predprob,predstable,Norbits_instability,Stable
2487,8.07039297408,6.9930319737,1.27182540342,1.2342906546,0.623609900475,False,3973837.6778,False
1387,7.54562024821,8.78449135406,1.25349575274,1.29691000432,0.830225348473,True,10000000.0,True
1257,5.8098420009,5.99662826887,1.19350302977,1.19991162922,0.00486538046971,False,47773.5171749,False
1099,5.98785605026,8.09780873916,1.19961040008,1.27278543749,0.122465923429,False,10000000.0,True
1523,7.91268795274,5.97465600544,1.26630764622,1.1991571717,0.0190163552761,False,145630.411766,False
2182,7.91128988192,6.79308305437,1.26625876652,1.22736585759,0.860272467136,True,10000000.0,True
353,6.50892939567,7.90225160385,1.21754718073,1.2659427833,0.588146150112,False,4983816.99219,False
1212,6.19984638275,6.15253962853,1.20689698308,1.20526966933,0.0294342581183,False,348079.108017,False
3688,8.13430512432,5.62204343123,1.2740638273,1.18707124202,0.129320159554,False,668757.361785,False
4206,8.89056801289,6.14234559194,1.30065014015,1.20491909863,0.755994141102,False,2239476.01485,False
4134,6.34671493364,5.44409092588,1.21195380257,1.18098736445,0.017465904355,False,169513.143865,False
4379,6.75500897662,6.5345043077,1.2260487169,1.21842982227,0.0425706356764,False,107197.62019,False
2207,8.68010268624,7.12009561752,1.29323289136,1.23869797204,0.88532936573,True,10000000.0,True
4243,8.70242041381,5.06105570105,1.29401874551,1.16792748304,0.0756493359804,False,56492.7383987,False
4866,8.28961230604,7.87825397781,1.27950868515,1.26510394017,0.628762722015,False,10000000.0,True
2925,8.53849026058,8.57839612516,1.28825012998,1.28965360521,0.712333500385,False,10000000.0,True
2517,8.2986558031,6.9611768216,1.27982597622,1.23318655102,0.828403711319,True,10000000.0,True
1796,8.73043507425,6.78968097237,1.29500542586,1.22724814626,0.517530679703,False,3764178.44501,False
4980,8.0516562907,7.25629960848,1.27116942891,1.24342814208,0.901461362839,True,10000000.0,True
4113,6.51139004928,5.53647838176,1.21763209354,1.18414462557,0.0230149682611,False,426078.825919,False
68,8.76321553261,7.98961358741,1.29616027653,1.26899810873,0.795364737511,True,5488789.72486,False
